latitude,longitude,tests
36.6464637 , 9.6135315,1
36.6478364 , 10.5915072,1
36.6484118 , 9.6146499,1
36.648843 , 9.60811,1
36.6620195 , 9.148652799999999,2
36.6625749 , 10.5310178,1
36.6668622 , 10.2544044,1
36.671864318523646 , 10.575807395061942,1
36.6755608 , 10.1535196,1
36.6769375 , 10.2993125,2
36.6776663 , 10.2845199,1
36.67826812281458 , 9.019174750183096,1
36.680218301883805 , 10.81350836660023,1
36.68105333029821 , 10.570298476066524,1
36.68182177660189 , 10.579601508606563,1
36.6819695791942 , 10.578261063521195,1
36.6822883 , 10.383479,2
36.6825598 , 10.1472346,1
36.684063 , 10.5773796,1
36.68409125737403 , 10.577238002635267,1
36.68627513127196 , 10.558970175034132,1
36.6874295 , 10.5607299,1
36.6929095 , 10.414372,1
36.6929718 , 10.2797957,1
36.6934322 , 9.0073673,1
36.6934708 , 9.830629,2
36.6955791 , 10.3871949,2
36.6959499 , 10.1647233,1
36.69653491098192 , 10.493162889214872,1
36.6966213 , 10.4930564,1
36.6979151 , 10.2347789,9
36.6984991 , 10.1597401,1
36.69891770924744 , 10.502821532788094,1
36.6992419 , 10.5217017,1
36.6999846 , 10.4159633,2
36.7000595 , 10.4140121,1
36.7003282 , 10.418995,1
36.70139149085056 , 10.176881371116648,1
36.7015927 , 10.4276086,1
36.701859 , 10.1299113,1
36.7027027027027 , 10.495093418335717,1
36.7029829 , 10.1714106,1
36.7030287 , 10.4247664,2
36.70404562832534 , 10.496874779533808,1
36.70404704935736 , 10.496899993762192,1
36.70474081261164 , 10.40846537390561,1
36.704743783974045 , 10.408449783531859,1
36.7048755 , 10.3791086,1
36.70503455931101 , 10.428485461307003,1
36.70525781655503 , 10.42823350224355,1
36.7052923 , 10.1690635,1
36.7058295 , 10.4107426,5
36.7062624 , 8.943854199999999,2
36.7069325 , 10.4090765,1
36.70807301223239 , 10.424164869357998,1
36.70807505599108 , 10.424160113699221,2
36.7081679 , 10.4286254,1
36.708328 , 10.4100502,2
36.70850057092305 , 10.412197562452024,1
36.708534 , 10.2013159,1
36.708618987809615 , 10.418300803039541,1
36.70865177180932 , 10.418327500114891,1
36.70875373116796 , 10.412092278053864,1
36.7088083 , 10.291169,3
36.7092072 , 10.4126867,1
36.7116924 , 10.4023965,1
36.7118744 , 10.380671,1
36.7121353 , 10.4146414,2
36.7130094 , 10.2086767,1
36.7142533 , 10.2068481,1
36.7143842 , 9.1951175,1
36.7164458 , 9.1927847,1
36.7164462 , 9.1927808,1
36.7177087 , 10.107152,1
36.7186522 , 10.1706958,2
36.7187059 , 10.1706496,1
36.7195505 , 9.1788379,1
36.7196356 , 9.1946501,1
36.7198208 , 10.2006784,1
36.7198503 , 10.3568775,1
36.7200028 , 9.1939537,1
36.7207415 , 10.2340995,1
36.7207948 , 10.2353524,1
36.72115471132 , 10.174407884041088,1
36.7217922 , 9.2008362,1
36.722062124342116 , 10.206770975971855,1
36.72319 , 10.212883,1
36.7235458 , 10.354,1
36.7237 , 9.1844,1
36.72413742464974 , 10.353326402779247,1
36.7253228042505 , 10.339406618106995,1
36.7269914 , 10.2992789,1
36.727223 , 9.202313,1
36.7278203 , 10.956682,3
36.7279311 , 10.3343527,1
36.728017 , 10.8536132,1
36.7288628 , 10.0919243,1
36.7303077 , 10.3410815,1
36.7333015 , 10.4706714,2
36.7333193 , 9.1843676,2
36.7335945 , 10.2080786,1
36.7358622 , 10.2011648,1
36.736409 , 10.2437913,1
36.7366124 , 10.1966151,2
36.7372962 , 10.193498,1
36.7378269 , 10.316932,1
36.7383272 , 9.1784525,1
36.7383319 , 9.1784387,1
36.7383487 , 9.1784385,1
36.7383946 , 9.1784405,1
36.7396131 , 10.1843333,2
36.7403847 , 10.2076927,1
36.7408007 , 10.3090981,1
36.744922 , 10.3076953,4
36.74743113821001 , 10.31524669565937,1
36.7485594 , 10.3085058,1
36.749891072558896 , 9.2394984925917,1
36.74989716045776 , 9.239501894049575,1
36.7519977 , 10.0080005,1
36.75205973440112 , 10.198874647949209,1
36.7536756 , 10.1913379,1
36.7536805 , 10.0041256,1
36.7552743 , 10.1775576,2
36.7566775 , 10.1828505,1
36.75811128389383 , 10.193038161132803,1
36.7597359 , 10.2115824,1
36.76041215367784 , 10.01991731148338,1
36.7606462 , 9.7121206,1
36.7607855139881 , 10.187586443944395,1
36.76645274554799 , 10.104550891476283,1
36.76756682311404 , 11.003412690439243,1
36.767606370679204 , 10.106681074829176,1
36.76811524707501 , 10.187816244379077,1
36.7691435 , 10.2790785,1
36.7700658 , 10.2729703,1
36.7701319 , 10.279636,1
36.77159839999999 , 10.2768388,1
36.77214177084505 , 8.650835083300782,1
36.7722496 , 10.0728832,1
36.7742334 , 10.2778166,1
36.77449136901144 , 10.06017101150975,1
36.774892528325736 , 10.059563427236977,1
36.7755373 , 10.2755233,1
36.7759715 , 8.692580099999999,1
36.7761213 , 10.1790682,1
36.7774718 , 10.0559888,1
36.77771531242787 , 10.191191896233937,1
36.7778818 , 10.1902847,3
36.778174 , 10.276279,1
36.77822066936161 , 10.170276668693393,1
36.7783433 , 10.1894286,1
36.7786351 , 8.6873939,1
36.7800456 , 10.1943335,1
36.7803021 , 10.1025043,1
36.7805535 , 10.2321117,1
36.7818844 , 10.1108181,1
36.782335569900766 , 8.694649525955382,1
36.7835983 , 10.1020343,2
36.7845677 , 10.1654357,1
36.7848811 , 10.1073191,2
36.7851286 , 10.112218,1
36.7868159 , 10.1039734,1
36.7891132 , 10.1776067,1
36.7899727 , 10.1101184,3
36.79325 , 10.1218562,1
36.793353126341664 , 10.124373610351553,1
36.7936256 , 10.1438445,1
36.793704 , 10.1778043,2
36.7943257 , 10.1086657,2
36.7951266 , 10.1630754,1
36.7954979 , 10.1522078,1
36.7960625 , 10.6006875,1
36.79628837476028 , 10.175667374272471,1
36.7966037 , 10.185005,1
36.7966234 , 10.134675,1
36.796783 , 10.1395169,1
36.79687318610802 , 10.263585738183604,1
36.7977694 , 10.1598238,1
36.7979423 , 10.0870265,1
36.7987577 , 10.1565032,1
36.7988582 , 10.1657737,1
36.8018229 , 10.1419886,1
36.8020779 , 10.0877923,2
36.8022109 , 10.180458,1
36.8031847 , 10.0971403,2
36.8032156 , 10.0990925,1
36.8033574 , 10.1285333,1
36.8037663 , 10.1817682,1
36.8042855 , 10.1297163,1
36.80480964972498 , 10.088314300551563,1
36.80482540855678 , 10.088551667347417,1
36.8053405 , 10.141087,1
36.805815655925095 , 10.131421179105095,1
36.80613612333625 , 10.084327312851977,1
36.8064948 , 10.1815316,1
36.8076539 , 10.1451898,1
36.808296 , 10.077367,1
36.80840260000001 , 10.1283163,3
36.8093284 , 10.0863269,2
36.8093505 , 10.1760224,1
36.8095655 , 9.2342196,1
36.8108285 , 10.179052,1
36.8108435 , 10.1790456,1
36.8110214 , 10.1546489,3
36.8112196 , 10.139445,1
36.8115712 , 10.1351424,1
36.8120109 , 10.1017207,2
36.8124475 , 10.0796118,1
36.8124743 , 10.0795427,1
36.8127175 , 10.0964836,1
36.8140298 , 10.0929429,1
36.8140445 , 10.1275438,1
36.8148969 , 10.1281634,1
36.815297 , 10.305825,2
36.8153099 , 10.1330236,1
36.8154575 , 10.1857342,1
36.8157035 , 10.0616942,1
36.8157468 , 10.1325179,3
36.8161755 , 10.1619222,2
36.8163285 , 10.1363111,1
36.8168404 , 10.1325602,1
36.8169548 , 10.0828287,1
36.81767224419785 , 10.133202991348647,1
36.8181248 , 10.1711872,1
36.8184175 , 10.0837792,1
36.8193323 , 10.1852088,1
36.82 , 10.15,1
36.8200203 , 10.3020843,3
36.8200495 , 10.0746594,1
36.82017117566233 , 10.161308451724063,1
36.8202374 , 10.1671441,1
36.822 , 10.1717,1
36.82228126403587 , 10.105016135512539,1
36.8222963 , 10.105132,1
36.8223246 , 10.1054792,1
36.822538 , 10.144514,1
36.8229875 , 10.1522656,1
36.8241024 , 10.0917416,1
36.8243887 , 10.1283163,2
36.8256397 , 10.1537532,1
36.82589129999999 , 10.1218194,2
36.8259295 , 10.1296455,2
36.826181 , 10.1220389,1
36.8275421 , 10.1148039,1
36.8279992 , 10.314159,1
36.8281618 , 10.1584429,1
36.8282394 , 10.3147096,1
36.8286181 , 10.1178171,1
36.8298292176917 , 10.137417451655066,1
36.82993 , 9.93876,1
36.8301067 , 10.1135712,1
36.830437399852535 , 10.196299751646633,1
36.8304736 , 10.196942,4
36.830644 , 10.0863269,2
36.8307273 , 10.1012091,1
36.831252963517606 , 10.098146970603933,1
36.83126799148133 , 10.098004813526144,1
36.8321508 , 10.1465179,1
36.832249831286376 , 10.19829975414861,1
36.8324208 , 10.3144376,1
36.8324797 , 10.10382,1
36.83332 , 10.3175155,3
36.8336429717952 , 10.19945125040523,1
36.83367973930097 , 10.1992693984698,1
36.833915168478974 , 10.313184276905911,1
36.834050034423015 , 10.10003888437709,1
36.834321948947306 , 10.198901530491161,1
36.8344035 , 11.1114435,1
36.834677 , 10.1918135,1
36.834991 , 10.299353,1
36.8350442 , 10.1283163,1
36.8353745 , 10.0424134,1
36.8355903 , 9.9427443,1
36.8357548 , 10.3109449,1
36.8358102 , 10.0426722,1
36.8360412 , 9.9835379,1
36.8366475 , 10.1948405,1
36.8367094 , 10.1691651,1
36.83691252364684 , 10.198737055540866,1
36.83743672126572 , 10.110277260873785,1
36.8374405 , 10.1003211,4
36.8384001 , 10.3203215,1
36.8386089 , 10.3201707,2
36.83862465337887 , 10.14683255164616,3
36.8387299 , 10.1246714,1
36.839889262278426 , 10.128847534988394,1
36.8406734 , 10.1094683,1
36.8410624 , 10.2137856,1
36.8412375 , 10.1187969,1
36.8422469 , 10.1632152,1
36.842686 , 10.0387632,2
36.8439824 , 10.0896581,1
36.8443392 , 10.207232,1
36.8446504 , 9.8571416,1
36.8447375 , 10.1395169,6
36.8455353 , 10.091652,1
36.8459086 , 10.1113183,1
36.8459125 , 10.1113107,1
36.8462061 , 10.3121938,1
36.8462481 , 10.2681845,1
36.8464983 , 10.1089745,1
36.846740111344175 , 10.127627314586594,1
36.8468444 , 10.1799021,1
36.846978 , 10.217624,1
36.8470563 , 10.2688692,2
36.84761936524343 , 10.278615481398132,1
36.8479884 , 10.3089678,2
36.84955739999999 , 10.2964395,1
36.8504462 , 10.0563677,1
36.8512967 , 10.2660122,1
36.8515221 , 10.2575589,1
36.8516133 , 10.1263038,1
36.8519155 , 10.2553516,1
36.8536375 , 10.1621163,1
36.8540015 , 10.2579276,2
36.8544181 , 10.1629396,1
36.854441 , 10.196942,1
36.8544772 , 10.1770258,1
36.8546543 , 10.1984599,1
36.8548151 , 10.0527498,1
36.8549223 , 10.263962,1
36.8550269 , 10.2701972,1
36.8551195 , 10.3028275,1
36.8560535 , 10.2779815,1
36.8576928 , 10.2593115,1
36.8579309 , 10.2664859,1
36.85801308723013 , 10.303319866989126,1
36.8588886 , 10.1573687,1
36.8593707 , 10.1388268,1
36.86030766666667 , 10.112965833333332,1
36.8603573 , 9.9241575,1
36.8606921 , 10.1087187,1
36.86080736598394 , 10.20357709101519,1
36.8611961 , 10.1339164,1
36.8619366 , 10.1808202,1
36.8622278 , 10.2755719,1
36.86235751208412 , 10.164176605914172,1
36.8624748 , 10.1771833,1
36.8624862 , 10.177191,1
36.8625416624176 , 10.14998562307166,1
36.8625853 , 10.3329494,1
36.8627287 , 9.7078147,1
36.863325 , 10.2682747,1
36.863955 , 10.1087386,1
36.86443738579003 , 10.272712579926253,1
36.8645924 , 10.3137228,3
36.8645971 , 10.1563204,1
36.86486486486486 , 10.202030643005005,1
36.86509065962645 , 10.177698464788172,1
36.8660009 , 10.3090981,2
36.8665367 , 10.1647233,7
36.8669279 , 10.2421786,1
36.8681702 , 10.191293,2
36.8693575 , 10.1631879,2
36.869465433426114 , 10.289573545787801,1
36.8694656 , 10.1966928,1
36.86953255605697 , 10.289618305150737,1
36.8698325 , 10.3413691,2
36.8704691 , 10.1831831,1
36.8705991 , 10.1832182,4
36.8712015 , 10.2155421,1
36.8725125 , 10.3005469,1
36.8725273 , 10.3220279,1
36.8725433 , 10.3220999,1
36.87334403021154 , 10.28809727343288,1
36.8741341 , 10.2054328,1
36.8745496 , 10.2902382,1
36.8747247 , 10.2572594,1
36.8750433 , 10.3092848,1
36.8769595 , 10.2672603,1
36.8773171 , 10.3114699,1
36.8777433 , 10.3351361,1
36.8779692 , 10.2663951,1
36.8791039 , 10.2656209,1
36.8795777 , 10.3268025,1
36.8800888 , 10.270889,1
36.8805752 , 10.1717264,1
36.8809287 , 10.3327102,1
36.8819755 , 10.1702806,3
36.8820242 , 10.2319757,1
36.8824279 , 10.2367673,3
36.8826753 , 10.1926234,1
36.882708 , 10.2035063,1
36.8828997 , 10.2917546,1
36.8835243 , 10.2074447,1
36.883572848726246 , 10.24796626536873,1
36.8836608 , 10.223616,1
36.88451095677335 , 10.241168820960793,1
36.8848565 , 10.2549301,1
36.88530661600394 , 10.214452917907705,1
36.88537901211363 , 10.309920163878044,1
36.8862304 , 10.1983029,1
36.88625379616531 , 10.299369765371726,1
36.8866832 , 10.3316545,2
36.8872043 , 10.176722,1
36.8873897 , 10.2440209,1
36.8876494 , 10.3126053,1
36.8879775 , 10.3280126,1
36.8886224 , 10.3195075,2
36.8887253 , 10.3231276,1
36.8889565 , 10.308482,1
36.8891165 , 10.3222671,3
36.8917709 , 10.1758722,1
36.891848410687196 , 10.176081249177262,1
36.89208557150452 , 10.187802489135732,1
36.8923669 , 10.3119038,1
36.8925231 , 10.1778264,1
36.8931598 , 10.195541,1
36.8932694 , 10.1702379,1
36.89379148583785 , 10.182067042502434,1
36.894135580306845 , 10.18372924876138,1
36.89414706030907 , 10.183741318701948,1
36.89438909294008 , 10.183910297869886,1
36.8950951 , 10.188536,3
36.89551115947218 , 10.183931755542005,1
36.8955629 , 10.1367166,1
36.89574543118181 , 10.183192843969676,1
36.89836084901899 , 10.16919251038815,1
36.8983845239129 , 10.169207074993897,1
36.898384986235996 , 10.169205116146633,1
36.9003194 , 10.1804837,1
36.9006591 , 10.1857342,2
36.9019827 , 10.1856296,5
36.9030015 , 10.1881192,1
36.9045063 , 10.298224,1
36.905378750000004 , 10.18580775,1
36.905540738358 , 10.176026752761285,1
36.9086242 , 10.0425857,2
36.9086323 , 10.1855999,1
36.9111318 , 10.0981781,1
36.9117862 , 10.1878356,1
36.9125067 , 10.185495,1
36.91257 , 10.1855683,1
36.9173042 , 10.2852532,1
36.94842 , 10.1746812,1
36.9526722734188 , 10.215748926293049,1
36.95612125882395 , 10.199212606285085,1
36.9561815 , 10.2167809,1
36.95678674640802 , 10.225980721795652,1
36.95873539999999 , 10.2121192,2
36.967424 , 10.2100345,4
36.9908236 , 8.957657099999999,1
36.99300007376179 , 10.169889242822888,1
37.0058303 , 9.5843213,1
37.010816170324894 , 10.029449182812499,1
37.0217021 , 10.9114875,2
37.0388723 , 9.6639558,2
37.04177244898269 , 9.652809079025259,1
37.04193 , 9.662503,1
37.0423174 , 9.6641383,1
37.0438222 , 9.6795597,1
37.04543779999999 , 9.6456194,2
37.0475008 , 10.1122048,2
37.0484735 , 9.6839535,1
37.048706 , 9.646803,1
37.0551255 , 10.9929528,1
37.0596144 , 9.2397606,1
37.11047374358864 , 10.01931684765624,1
37.1217707 , 10.0192456,1
37.1427735 , 9.980043799999999,1
37.1432384 , 9.7846002,3
37.15065367236681 , 9.758975722057528,1
37.1533907 , 9.799513,2
37.15386489999999 , 9.7974587,1
37.1544388 , 9.797555899999999,3
37.1547967 , 9.7938265,1
37.1556899 , 9.7860287,1
37.1579431 , 9.9428577,2
37.15820084414225 , 9.943220729301187,1
37.1612125 , 9.7612969,1
37.162554 , 9.7604175,2
37.1626485 , 9.7602316,2
37.1627625 , 9.7602344,1
37.1634353 , 9.7650804,1
37.16880926 , 10.02697436,1
37.16882713112017 , 10.026887389894762,1
37.1688431 , 10.0268651,1
37.1847851 , 10.2184863,1
37.18819379645667 , 10.2057344422558,1
37.21788734371121 , 10.120429258261128,1
37.2326872 , 9.8713125,1
37.2356926 , 9.8631166,3
37.2365814 , 9.8961242,1
37.2375552 , 9.9418112,1
37.23795582768246 , 9.882496475229358,1
37.238125 , 9.9185708,1
37.2435285 , 10.0451464,1
37.2442053 , 9.861415,1
37.26423870000001 , 9.8767558,1
37.2751492 , 9.8778016,2
37.2777406 , 9.8714397,1
37.2810544 , 9.8535579,1
37.28672510000001 , 9.8765856,1
37.2972972972973 , 9.875343133157832,1
43.6692147 , 7.211371,1
46.7441321 , -2.0080543,1
47.747572 , 12.994513,1
